差	22.45542
北京	22.44448
带	22.42675
天	22.34753
电脑	22.32721
骑	22.23908
行	22.21914
这儿	22.15606
更	22.13475
班	22.13392
东	22.12426
碗	22.10792
准备	22.09906
苹果	22.09202
把	22.05651
面包	22.03525
元	22.01814
他们	22.01356
早	22.00459
鱼	21.97661
见面	21.83492
白	21.82720
希望	21.81598
打算	21.80920
一直	21.78766
刻	21.77315
日	21.76677
大学	21.69086
旧	21.66124
饿	21.66004
换	21.63569
它	21.61689
又	21.49646
狗	21.43859
口	21.43664
生活	21.41056
国	21.40607
一样	21.37916
信	21.37350
些	21.32525
不错	21.30037
可能	21.29821
感冒	21.23573
完	21.22082
号码	21.17232
办公室	21.16097
药	21.13381
比赛	21.10528
地图	21.08913
借	21.03588
今年	20.99958
见	20.98288
周末	20.97086
电话	20.95976
好吃	20.88506
公园	20.87771
男	20.87482
眼睛	20.86776
快乐	20.83363
特别	20.79406
洗	20.78035
正在	20.76821
意思	20.76436
学	20.73650
词典	20.73342
往	20.72824
牛奶	20.69388
辆	20.68973
经理	20.65782
那儿	20.60581
作业	20.50412
奶奶	20.38514
西	20.36897
咱们	20.36826
回答	20.31822
或者	20.30106
麻烦	20.29784
饺子	20.28452
南	20.26716
大夫	20.24529
历史	20.22256
跑步	20.21253
晚饭	20.19542
服务员	20.16501
短	20.15024
黑	20.14950
层	20.07842
拿	20.04152
爷爷	19.98879
跳舞	19.92674
帮助	19.87781
附近	19.85719
比较	19.84897
读	19.84775
右边	19.78048
饭	19.68910
客气	19.66708
晴	19.65283
马上	19.61787
胖	19.57883
对面	19.51867
邮局	19.51210
瘦	19.48459
照片	19.46617
女	19.44772
发烧	19.41306
复习	19.38182
清楚	19.37707
刚才	19.35634
一般	19.35547
汤	19.35366
上课	19.32717
不过	19.25597
接	19.19570
绿	19.17972
疼	19.17573
合适	19.17217
注意	19.15456
可爱	19.10497
有意思	19.08760
船	19.08294
早饭	19.08171
老	19.05626
常常	19.03588
锻炼	19.00657
地铁	18.97357
不客气	18.96886
上班	18.96260
大概	18.94364
重要	18.93235
双	18.88917
试	18.87135
站	18.80809
裙子	18.80294
着	18.79765
第	18.76157
香蕉	18.75151
如果	18.71169
英语	18.70068
办法	18.67892
猫	18.63510
事情	18.63035
虽然	18.60822
年级	18.59440
一点儿	18.59109
干净	18.57563
左边	18.56436
美国	18.55587
机会	18.55460
甜	18.54799
笑	18.53479
衬衫	18.53053
好像	18.52950
参加	18.52711
挺	18.49187
渴	18.45475
话	18.44486
够	18.44390
黄	18.43040
习惯	18.42884
坏	18.39686
愿意	18.39554
花	18.38959
放	18.37629
文化	18.37251
毕业	18.35022
认真	18.34842
城市	18.34621
太太	18.34136
着急	18.33121
差不多	18.32913
了解	18.31756
国家	18.29809
糖	18.28793
健康	18.23168
看见	18.21690
护士	18.21159
语法	18.17698
下雨	18.17625
蓝	18.16056
英国	18.15698
经常	18.10612
简单	18.09625
杯子	18.09586
厨房	18.08712
数学	18.08564
母亲	18.06038
公斤	18.02801
寄	18.02659
世界	17.99467
新闻	17.98160
洗澡	17.96449
聪明	17.91714
结婚	17.90940
雪	17.89082
出	17.87602
以为	17.86650
决定	17.84135
中间	17.80818
语言	17.78344
角	17.76164
像	17.73761
叔叔	17.73740
裤子	17.72180
们	17.66506
最后	17.65883
别的	17.56678
地址	17.56308
客人	17.55317
收	17.54563
马	17.52047
窗户	17.51489
树	17.48177
书店	17.44462
动物	17.42777
杯	17.42353
打电话	17.41736
饭馆	17.41561
参观	17.40072
日本	17.37470
兴趣	17.35792
护照	17.35260
阿姨	17.32957
水平	17.32363
当	17.31554
听说	17.28171
筷子	17.27414
蛋糕	17.26476
机场	17.21337
丢	17.20727
需要	17.17118
香	17.11955
念	17.10329
鞋	17.10233
翻译	17.07390
节	17.04496
总是	17.04308
专业	17.01448
包	17.00730
咳嗽	16.98141
被	16.93082
年轻	16.91124
明年	16.89989
关系	16.89051
死	16.85737
这么	16.83840
检查	16.83309
地	16.82711
车	16.82587
瓶	16.79064
万	16.79005
关	16.76156
系	16.72838
体育	16.69321
记得	16.67829
挂	16.67022
网球	16.63659
星期天	16.61998
向	16.61462
报纸	16.59540
阴	16.58187
酸	16.53125
司机	16.53035
不好意思	16.52967
菜单	16.51080
画	16.50774
鸡蛋	16.50107
饱	16.50014
后来	16.49755
要是	16.49399
肚子	16.45635
那么	16.44974
安静	16.44598
脸	16.43438
帽子	16.39371
头发	16.38829
家庭	16.34778
脏	16.34703
努力	16.34644
西瓜	16.34103
同意	16.34035
帮忙	16.33945
矮	16.32607
发现	16.32267
交	16.32186
而且	16.29572
打	16.27580
低	16.27480
留学生	16.27445
相信	16.27423
生气	16.23974
哭	16.23828
样子	16.22947
墙	16.22444
师傅	16.20240
灯	16.17593
遍	16.14531
句子	16.11460
晚	16.09778
紧张	16.08518
俩	16.06887
米	16.06023
搬	16.05547
餐厅	16.05187
乱	16.01356
也许	16.00556
躺	16.00086
季节	15.99826
贵姓	15.99818
开玩笑	15.99180
节目	15.97795
放心	15.96702
暖和	15.95666
声音	15.95557
经过	15.93267
主要	15.93231
深	15.91768
场	15.91239
丈夫	15.90340
客厅	15.90113
为	15.87053
人民币	15.85691
留	15.85424
原来	15.84133
干	15.83501
爱好	15.81352
河	15.81241
外	15.79080
最好	15.78831
支	15.78527
各	15.75922
戴	15.75436
脚	15.74373
火车	15.74094
风景	15.72081
节日	15.72071
散步	15.71317
为了	15.71102
下课	15.70534
旅行	15.68405
云	15.67980
敢	15.67525
杂志	15.65440
午饭	15.64897
手机	15.64345
别人	15.64171
帮	15.63364
中学	15.61199
讲	15.59562
奇怪	15.59046
久	15.58770
结束	15.58585
京剧	15.57641
活动	15.56582
成绩	15.55523
厕所	15.54626
只好	15.51991
照顾	15.51766
离开	15.46043
正	15.46040
王	15.45725
故事	15.44349
酒	15.41628
夏天	15.41545
文学	15.40078
工人	15.39215
空气	15.38639
前面	15.38018
邻居	15.35252
腿	15.32734
笔	15.32725
风	15.29939
手表	15.29706
交通	15.29360
好看	15.29137
变化	15.27825
后面	15.25536
精神	15.25395
方面	15.24588
书架	15.24289
认为	15.23393
味道	15.20902
学期	15.20685
汉字	15.15525
完全	15.14563
恐怕	15.13660
外国	15.09625
出发	15.09346
不用	15.07321
秋天	15.02682
凉快	15.02291
发	15.01040
请客	15.00243
年纪	14.97217
辛苦	14.96917
部分	14.96340
提高	14.94780
普通话	14.94652
关心	14.91038
国际	14.90626
顺利	14.89348
前边	14.88788
发展	14.87716
迟到	14.87635
回来	14.86532
现代	14.82416
父亲	14.80533
春天	14.79910
份	14.78415
担心	14.74806
抱	14.72499
进步	14.67017
葡萄	14.66624
流利	14.66404
干杯	14.64894
片	14.64841
互相	14.64818
解决	14.64652
表演	14.64165
冬天	14.63157
知识	14.62749
说话	14.57967
计划	14.56638
嘴	14.56112
经验	14.55412
事	14.54943
赢	14.54658
影响	14.54361
录音	14.51236
钥匙	14.50753
铅笔	14.49310
生病	14.49227
必须	14.48947
热情	14.48763
座	14.48700
照相机	14.48229
刚	14.47818
零钱	14.47291
妻子	14.45139
忘	14.45128
亲戚	14.44700
感谢	14.44249
山	14.40630
推	14.39464
好处	14.38177
满意	14.37892
出生	14.36182
消息	14.35629
公里	14.35205
街	14.34456
鼻子	14.32677
头	14.32677
热闹	14.31611
辣	14.30685
饮料	14.29861
文章	14.29769
床	14.29673
美丽	14.29338
继续	14.27718
愉快	14.27092
圆	14.25638
个子	14.25468
尝	14.25089
同事	14.24755
教育	14.24177
难过	14.24114
中心	14.22422
旅游	14.22392
摆	14.22232
左	14.21853
汽车	14.21629
随便	14.20897
陪	14.20067
点心	14.19993
农民	14.19943
输	14.18546
安排	14.16463
谈	14.14961
有的	14.14362
请假	14.14066
小学	14.13721
右	14.13444
正好	14.13438
情况	14.12510
刀	14.12177
里边	14.12012
亮	14.11841
厉害	14.11007
一边	14.09700
多么	14.09394
电梯	14.09362
过去	14.07084
整齐	14.04963
长城	14.03348
太阳	14.03072
后天	14.02549
唱	14.01241
顿	14.01235
伞	13.97696
方法	13.97354
友谊	13.96366
篇	13.95382
熊猫	13.93860
讨论	13.91739
技术	13.88958
没有	13.87140
其实	13.87125
门口	13.84106
新鲜	13.83601
辅导	13.82243
打针	13.79328
举行	13.79285
盘子	13.78123
鸟	13.77257
呀	13.76304
环境	13.75662
法国	13.73901
确实	13.72869
明白	13.72778
极	13.72175
小说	13.69954
寒假	13.69305
代表	13.68174
道理	13.67893
字典	13.66748
满	13.62009
北	13.61842
发生	13.61817
忽然	13.61438
段	13.60674
轻松	13.60413
有时候	13.59316
另外	13.59093
出租车	13.58483
猪	13.57352
条件	13.57291
生词	13.56904
玩儿	13.56574
桥	13.56323
幸福	13.55013
将来	13.55011
法语	13.54250
通知	13.53978
小心	13.52175
意见	13.51554
社会	13.50619
雨	13.48779
老板	13.48704
通过	13.47594
科学	13.46953
经济	13.46024
草	13.41628
包子	13.41083
方向	13.40632
掉	13.40290
退休	13.39821
本来	13.38954
啦	13.37472
逛	13.36329
拉	13.35973
从来	13.35454
前	13.34913
工程师	13.34687
袜子	13.34371
重	13.33901
关于	13.33500
套	13.30533
负责	13.30390
病	13.29026
理想	13.29014
丰富	13.26906
封	13.26072
生	13.25303
主意	13.25019
许多	13.24950
糟糕	13.24876
市场	13.23051
要求	13.22568
度	13.22055
选择	13.21530
首都	13.20072
研究生	13.19987
盐	13.18408
沙发	13.18358
页	13.18352
哪里	13.16920
月亮	13.16698
修	13.15473
姑娘	13.15083
表示	13.13179
抱歉	13.13165
座位	13.12442
冰箱	13.11942
演员	13.11314
广告	13.10613
东边	13.10363
眼镜	13.09983
食堂	13.08910
西边	13.08845
终于	13.06915
咸	13.06753
信封	13.04181
屋子	13.03791
不但	13.01024
抽烟	12.98514
广播	12.96075
响	12.95850
倒	12.95472
轻	12.95311
害怕	12.94600
爱人	12.94196
提	12.93904
租	12.93612
警察	12.91964
邮票	12.89069
起飞	12.88649
上海	12.87195
结果	12.87002
饭店	12.86471
打扫	12.86134
报	12.85633
猜	12.84999
算	12.84675
平时	12.84366
黑板	12.83891
起来	12.82683
遇到	12.82403
记者	12.81877
访问	12.81327
报名	12.81235
春	12.79485
平常	12.79247
乒乓球	12.79154
排球	12.79138
装	12.75593
篮球	12.75451
一切	12.75319
苦	12.74464
约会	12.74335
建议	12.73509
豆腐	12.72376
人口	12.69791
倍	12.69729
题	12.69619
安全	12.68765
外边	12.68184
感觉	12.67626
省	12.67361
星期日	12.65608
物理	12.65383
擦	12.63199
原谅	12.62163
民族	12.61322
看法	12.60218
起	12.60000
质量	12.59350
嘛	12.58845
根据	12.58829
花园	12.57267
日语	12.57071
操场	12.55208
困难	12.54756
来不及	12.54568
足球	12.54329
理解	12.53416
比如	12.52996
留学	12.52783
顾客	12.52422
玩	12.51889
农村	12.51842
复杂	12.51143
既然	12.50732
钟	12.50260
弄	12.50140
夜	12.49525
退	12.49238
内容	12.48243
可惜	12.46879
印象	12.45730
十分	12.45078
马路	12.44686
教授	12.43969
态度	12.43742
适合	12.42845
利用	12.42162
实在	12.41818
联系	12.41502
打扰	12.41352
流行	12.40749
艺术	12.40611
礼貌	12.40593
以	12.40365
火车站	12.40331
突然	12.40310
出去	12.39868
炒	12.39853
街道	12.38722
上边	12.38708
工厂	12.35915
这样	12.32090
北方	12.31890
古代	12.30156
课本	12.29479
南边	12.28184
精彩	12.25059
拍	12.25013
预习	12.24890
生产	12.23814
友好	12.23697
耳朵	12.23445
取	12.23159
指	12.22144
增加	12.21279
到处	12.20676
出现	12.19638
跑	12.18960
其他	12.18605
面条	12.17963
熟悉	12.17246
手	12.17190
准时	12.15327
几乎	12.14826
祝贺	12.14477
日记	12.13939
笑话	12.13636
果汁	12.13602
不如	12.12762
北边	12.11966
正确	12.09859
劳驾	12.09777
申请	12.09698
批评	12.09523
磁带	12.07745
德国	12.07683
大使馆	12.07062
组织	12.06960
进行	12.05424
分之	12.05155
停	12.02878
改变	12.02384
房子	12.01388
秋	12.00367
李	11.98884
危险	11.98726
考	11.98048
售货员	11.97753
常	11.97656
趟	11.96690
律师	11.94130
工资	11.93372
舅舅	11.92712
有点儿	11.91937
课文	11.89672
道歉	11.89389
镜子	11.88663
心情	11.88285
笨	11.87151
食品	11.86415
男人	11.86207
帅	11.85677
扔	11.84025
假	11.83819
空儿	11.83464
演出	11.82153
光	11.81764
当时	11.81402
本子	11.79606
顶	11.79398
嗓子	11.78325
下边	11.77135
自然	11.76903
破	11.76786
电影院	11.75001
哦	11.74811
醒	11.74653
搞	11.73394
夏	11.71205
孙子	11.70972
冬	11.70504
不管	11.70163
吵	11.69603
气候	11.69184
后边	11.68327
领导	11.67696
只要	11.67360
资料	11.66649
烤鸭	11.66182
正式	11.65745
却	11.65699
派	11.65451
外语	11.65302
坚持	11.64816
周围	11.64057
不必	11.64019
收拾	11.63309
握手	11.62649
接受	11.62111
内	11.61072
棵	11.60886
英文	11.59167
加	11.58872
使用	11.58541
一些	11.58405
成功	11.58145
上网	11.58047
传统	11.57671
讨厌	11.57538
怕	11.57190
脱	11.57164
整理	11.56991
到底	11.56417
办	11.56322
游戏	11.56275
查	11.54894
毛衣	11.54530
美	11.53426
真正	11.51766
羽毛球	11.51630
博物馆	11.51186
一下儿	11.49366
任何	11.48978
饼干	11.48455
糊涂	11.48289
女人	11.48107
太极拳	11.47431
预报	11.45742
实现	11.45307
挂号	11.43749
完成	11.43537
单位	11.42174
懒	11.42009
超市	11.40772
翻	11.39960
化学	11.38305
春节	11.36886
放假	11.36520
越	11.36148
存	11.35877
尤其	11.34959
特点	11.34178
肉	11.33724
接着	11.33453
除了以外	11.32966
肯定	11.31865
宾馆	11.31169
调查	11.31127
骗	11.30999
永远	11.30788
用功	11.30755
解释	11.30198
信心	11.29257
可	11.29200
误会	11.27902
收入	11.26619
博士	11.26416
错误	11.25359
说明	11.24995
政府	11.24104
羡慕	11.22379
反对	11.21710
宴会	11.21483
贸易	11.20925
左右	11.18107
撞	11.17823
间	11.17499
校长	11.16579
力气	11.16532
武术	11.16431
邀请	11.16228
赶快	11.14115
签证	11.13460
严重	11.13292
纸	11.13009
球	11.11974
卧室	11.11144
刚刚	11.11051
踢	11.09533
一下	11.09374
难受	11.09110
宽	11.07744
污染	11.07251
否则	11.05771
斤	11.05476
难道	11.04917
拐	11.04194
极了	11.03261
伤心	11.03190
支持	11.02982
适应	11.02735
所有	11.02561
句	11.02495
顺便	11.01903
点钟	11.00870
动作	11.00570
保证	10.99905
例如	10.99528
硬	10.99382
商量	10.99252
马虎	10.99128
血	10.98927
声调	10.98894
感情	10.98683
敲	10.98290
全	10.96851
性格	10.96627
工业	10.93936
服务	10.93767
作文	10.93473
姑姑	10.93263
电子邮件	10.92726
按照	10.92006
棒	10.91939
秘书	10.90953
喊	10.90657
法律	10.90478
转告	10.90293
睡	10.89432
基础	10.88058
亿	10.88015
举	10.87277
紧	10.86940
台	10.86282
立刻	10.86176
后悔	10.85612
有趣	10.85510
耐心	10.84016
爱情	10.82595
书法	10.82375
包括	10.82330
空调	10.81860
羊肉	10.81845
抬	10.81697
首先	10.81524
火	10.81324
海关	10.81310
困	10.81217
浅	10.81124
家具	10.79648
同志	10.78900
鸡	10.78020
古典	10.77782
原因	10.77532
数	10.77138
软	10.76814
卫生间	10.76455
洗衣机	10.76208
唱歌	10.74831
生命	10.74595
越来越	10.74049
离婚	10.73373
自由	10.72923
由于	10.72909
凉	10.71957
转	10.71184
能力	10.71037
锅	10.69737
切	10.69703
价格	10.69236
而	10.69217
千万	10.68801
标准	10.67329
讲座	10.67041
晚会	10.64828
连	10.63876
剩	10.63343
基本	10.62933
伟大	10.62910
农业	10.62747
对话	10.62688
主人	10.62264
感动	10.62039
来得及	10.60434
皮肤	10.60092
无论	10.59753
布	10.59422
刮风	10.59028
因此	10.58316
值得	10.57894
不得了	10.57537
重视	10.57518
由	10.57283
大衣	10.56359
禁止	10.56243
从前	10.55733
全部	10.54971
表扬	10.54073
目前	10.53898
滑冰	10.53409
橘子	10.51616
表	10.51279
能干	10.51192
厚	10.50862
职业	10.50490
功课	10.49888
地道	10.49001
打听	10.47955
减少	10.47230
温度	10.46801
吹	10.46349
缺点	10.45730
按时	10.45543
忘记	10.43355
壶	10.42520
展览	10.41922
口语	10.40123
著名	10.39248
效果	10.37129
词	10.37045
使	10.36276
严格	10.35284
项目	10.35235
可怜	10.34483
速度	10.34420
所	10.33570
电	10.33546
父母	10.31411
产品	10.29454
梦	10.29361
仔细	10.29271
正常	10.29125
建设	10.28462
夫人	10.28396
果然	10.27796
呆	10.27299
队	10.27091
郊区	10.26700
气温	10.26075
允许	10.25989
功夫	10.25920
同时	10.25633
导游	10.25377
回忆	10.24624
老虎	10.24405
女士	10.24249
根本	10.23570
吸引	10.23504
背	10.23257
教练	10.23254
规定	10.23038
冲	10.20758
尽管	10.20641
不同	10.20516
作用	10.19961
植物	10.19943
表现	10.18914
对象	10.18425
庆祝	10.18372
观众	10.16399
考虑	10.16291
西红柿	10.15702
游览	10.15400
灰	10.15048
毛病	10.14977
直接	10.12903
至少	10.12555
享受	10.12302
机器	10.12204
书包	10.11515
训练	10.10833
相同	10.10710
俱乐部	10.10230
算了	10.10219
塔	10.10115
年龄	10.09741
记	10.09718
遵守	10.09598
进口	10.09430
毛巾	10.08482
断	10.08063
劝	10.07805
打扮	10.07223
文件	10.06934
蛇	10.06142
信用卡	10.06042
地理	10.06038
答案	10.04553
诗	10.04017
摘	10.03423
时代	10.02977
失望	10.00833
人民	10.00194
并且	10.00103
地球	10.00092
商品	10.00015
倒霉	9.996663
航空	9.990511
恋爱	9.990390
激动	9.988267
学问	9.987002
方	9.983092
第一	9.974153
纪念	9.971008
亲切	9.963618
相反	9.963591
煮	9.955461
保护	9.955261
脾气	9.952719
集合	9.949990
提前	9.947009
排队	9.944142
朝	9.939950
压力	9.938481
不要紧	9.924092
经历	9.919968
名片	9.914759
鼓掌	9.904367
暑假	9.899915
成为	9.897094
答应	9.892218
设计	9.875438
登记	9.869625
姓名	9.863572
实际	9.858275
吃惊	9.854465
部门	9.850791
秒	9.848534
于是	9.847136
匹	9.845229
看来	9.844125
甚至	9.839917
碰见	9.834726
会议	9.833673
选	9.824580
报道	9.813129
室	9.809177
政治	9.805011
曾经	9.804500
工具	9.791892
热心	9.791392
心	9.777518
估计	9.767537
劳动	9.767118
普遍	9.761268
明信片	9.760833
然而	9.759849
海	9.754915
故意	9.750968
提供	9.750210
绝对	9.743439
论文	9.741363
不然	9.740630
作品	9.734951
进来	9.734854
世纪	9.716202
狮子	9.713257
出租汽车	9.713070
美术	9.712236
摔	9.702970
冻	9.701948
龙	9.696957
动	9.694666
方式	9.693591
骂	9.686601
鼓励	9.686054
南方	9.685943
材料	9.676129
副	9.673941
面积	9.671943
烫	9.670417
究竟	9.662098
约	9.646112
浪费	9.645738
路口	9.644133
醋	9.637502
手续	9.636839
成熟	9.632682
圈	9.630028
爬	9.623033
前天	9.621791
妇女	9.621714
白天	9.621229
痛快	9.616712
一块儿	9.616152
尊重	9.614728
航班	9.613093
专家	9.608110
汗	9.607390
骄傲	9.600647
盖	9.595530
代替	9.589944
理发	9.587450
晒	9.578969
出口	9.569671
项	9.564309
羊	9.564011
满足	9.553510
分别	9.549430
反映	9.544991
判断	9.534991
新年	9.533315
合作	9.527181
开学	9.518210
除了	9.513583
平均	9.510090
报告	9.508584
看病	9.502627
限制	9.495989
兴奋	9.492025
无	9.488749
这些	9.487657
超过	9.486723
闻	9.484555
引起	9.478590
阳光	9.477716
穷	9.468545
服装	9.465183
幅	9.463592
交流	9.461476
根	9.451320
的确	9.448130
行李	9.448097
叉子	9.445725
旗袍	9.443059
证明	9.440546
想念	9.432917
管理	9.429352
随时	9.418806
专门	9.413752
目的	9.413629
其中	9.409421
人物	9.407273
隔壁	9.399238
活泼	9.394187
掌握	9.393478
大约	9.392307
激烈	9.391389
包裹	9.390364
干燥	9.388259
说不定	9.383230
放弃	9.373148
谦虚	9.365814
叶子	9.365231
窄	9.360205
即使	9.358396
哲学	9.348390
吐	9.343510
布置	9.341141
臭	9.340807
蔬菜	9.340387
同屋	9.338965
薄	9.338322
主动	9.333442
重新	9.331993
占线	9.326300
富	9.324375
责任	9.322753
她们	9.321096
醉	9.319106
出差	9.317417
招待	9.314033
美元	9.307880
粮食	9.301212
不敢当	9.298571
往往	9.293331
石头	9.291591
优秀	9.289600
吃饭	9.289072
竞争	9.287663
风俗	9.276859
简直	9.272658
与	9.266096
亚洲	9.265201
直	9.264754
该	9.246233
建筑	9.239606
兄弟	9.234991
数字	9.234219
咬	9.233857
儿童	9.232280
观点	9.229965
作者	9.228252
吵架	9.227387
可靠	9.219778
青	9.217288
据说	9.216764
商业	9.213119
复印	9.212839
成	9.211229
痛苦	9.207509
祖国	9.204861
周到	9.190740
催	9.187107
胜利	9.183257
矛盾	9.168887
城	9.165472
淡	9.157393
聊天	9.157110
举办	9.156493
手套	9.153652
不得不	9.152118
车站	9.150327
打折	9.147136
反正	9.146647
盒子	9.143284
挤	9.137435
题目	9.135961
称	9.132545
详细	9.132293
沙漠	9.127187
聚会	9.117862
小伙子	9.117413
边	9.116485
观念	9.111346
导演	9.103962
事业	9.103048
好奇	9.101970
胃	9.097194
学院	9.092617
意义	9.092478
木头	9.087064
优点	9.083775
思想	9.082725
积极	9.079917
多大	9.079534
专心	9.077364
愿望	9.072607
被子	9.070033
动物园	9.067339
稳定	9.066836
露	9.064977
古老	9.061025
表达	9.060233
节省	9.059809
区别	9.058028
盘	9.056451
优美	9.054197
杀	9.052597
演	9.046911
可怕	9.046860
称赞	9.039731
改善	9.039263
雾	9.038657
稍微	9.037100
拆	9.035966
等于	9.034992
嗯	9.034464
安慰	9.025678
海洋	9.024056
哎呀	9.021276
节约	9.017731
涨	9.017224
样	9.014579
好听	9.004925
品种	8.999420
实践	8.996910
得意	8.995007
胡同	8.993690
承认	8.991737
勇敢	8.982133
回去	8.981445
之	8.972656
停止	8.971002
猴子	8.968679
拥抱	8.952188
了不起	8.951263
枝	8.950443
人员	8.945028
下班	8.933646
相当	8.932609
小吃	8.931880
平等	8.930651
增长	8.929819
同情	8.919675
黄瓜	8.912065
奋斗	8.911936
老百姓	8.909813
业余	8.908252
保持	8.907652
管	8.906734
达到	8.906058
保险	8.904392
当地	8.902367
迎接	8.901390
暗	8.898451
自动	8.897352
歌	8.893931
受不了	8.893439
修理	8.889790
巧克力	8.885514
地毯	8.882997
递	8.881163
温暖	8.874883
逐渐	8.874190
怪不得	8.872802
市	8.871810
急	8.863837
跳	8.857196
过程	8.854600
光临	8.854565
感想	8.849355
拒绝	8.847903
舞会	8.845002
业务	8.839744
对方	8.838740
交换	8.838514
课程	8.837531
赚	8.836506
老实	8.831604
影子	8.831092
制造	8.830494
瓶子	8.827566
描写	8.817472
亲爱	8.814206
加拿大	8.813786
竹子	8.811713
尊敬	8.808323
创造	8.805022
欠	8.804968
价钱	8.803036
自从	8.795743
失业	8.794177
卡车	8.794059
盒	8.793137
一路平安	8.790796
救	8.786113
期间	8.785169
显得	8.778362
公平	8.772147
独立	8.770832
摩托车	8.767643
不仅	8.762072
共同	8.759063
家乡	8.758375
战争	8.749504
秘密	8.748944
这里	8.741268
森林	8.735501
告别	8.732233
群	8.730916
总结	8.722088
牛	8.719358
收音机	8.719276
画儿	8.715959
无聊	8.715482
解放	8.714939
企业	8.712294
地位	8.711967
练	8.710331
吓	8.707274
朵	8.703402
年代	8.699077
重复	8.695576
非	8.693284
收获	8.693280
效率	8.689786
